This file was produced by the Exoplanet Follow-up Observing Program website (exofop.ipac.caltech.edu) on Thu Jan 09 13:58:15 2025
Filter Values: disposition contains CP

"TIC ID","TOI","CTOI","Master priority","SG1A priority","SG1B priority","SG2 priority","SG3 priority","SG4 priority","SG5 priority","ESM","TSM","Predicted Mass (M_Earth)","Time Series Observations","Spectroscopy Observations","Imaging Observations","TESS Disposition","TFOPWG Disposition","TESS mag","TESS mag error","Pipeline Signal ID","Source","Detection","RA (deg)","Dec (deg)","PM RA (mas/yr)","PM RA error","PM Dec (mas/yr)","PM Dec error","Transit Epoch (BJD)","Transit Epoch error","Period (days)","Period error","Duration (hours)","Duration error","Depth (mmag)","Depth (mmag) error","Depth (ppm)","Depth (ppm) error","Planet Radius (R_Earth)","Planet Radius error","Planet Insolation (Earth flux)","Planet Eq Temp (K)","Planet SNR","Stellar Distance (pc)","Stellar Distance error","Stellar Teff (K)","Stellar Teff error","Stellar log(g) (cm/s2)","Stellar log(g) error","Stellar Radius (R_Sun)","Stellar Radius error","Stellar Metallicity","Stellar Metallicity error","Stellar Mass (M_Sun)","Stellar Mass error","Sectors","Comments","Date TOI Alerted (by TESS Project)","Date TOI Updated (by TESS Project)","Date Modified (by ExoFOP-TESS)"
"300038935","1228.01","","2","4","2","2","4","4","4","1","18.9","8.47","0","3","1","CP","CP","9.0963","0.006","1","qlp-s68-ffi","SPOC","107.843685","-68.83334","-0.918","0.054","35.033","0.055","2460178.461991","0.0050911","29.0497517","0.0001337","7.117","0.963","0.345319","0.013672","318","12.5922","2.84674","0.120217","257.066","1115","25","272.217","2.19","8208","222","4.25979","0.378798","1.8","0.05","","","2.13","0.318429","1,2,3,4,5,6,7,8,9,10,11,12,13,28,29,30,31,32,33,34,35,36,38,39,61,62,63,64,65,66,67,68","HD 56414 b","2019-08-26","2023-11-15","2023-12-08"
"447061717","1231.01","","2","5","5","2","4","4","4","2.5","134.5","14.39","8","2","5","CP","CP","10.2565","0.007","1","spoc-s01-s65-b0A-CP","QLP","156.74726","-52.467872","-89.046","0.141","361.603","0.186","2458563.890468","0.00095093594","24.245496692","0.00035164226","3.3725582963594","0.083498284","6.818804","0.117806","6260.670360233","108.49781","3.8785680034106","0.14384982","0.05273003483386","122.2177443508","60.598125","27.6227","0.0609","3535","112","4.84874","0.46471","0.46527099609375","0.014057","","","0.462709","0.0204544","9,10,36,37,63","TOI-1231 b","2019-08-26","2024-09-17","2024-10-01"
"260647166","1233.01","","1","5","5","1","4","4","4","4.4","77.3","7.4","34","4","5","CP","CP","8.6522","0.006","1","spoc-s01-s39-b0A-CP","SPOC","186.574063","-51.363052","-70.434","0.056","-49.865","0.043","2459308.481159","0.0021338316","14.175894725449","0.000036982172","3.7543826801899","0.2981036","0.985354","0.051041","907.13245287357","47.009396","2.6231641315445","0.70052356","53.879509528625","690.99619827132","15.42892","64.5978","0.19375","5723.87","49.567","4.438","","0.86417299509048","0.038593","","","1.02","0.125314","10,11,37","HD 108236 d / TOI-1233.01","2019-08-26","2022-03-30","2024-07-03"
"260647166","1233.02","","1","5","5","1","4","4","4","4.3","84.1","9.31","34","4","5","CP","CP","8.6522","0.006","2","spoc-s01-s39-b0A-CP","SPOC","186.574063","-51.363052","-70.434","0.056","-49.865","0.043","2459311.402774","0.0021112864","19.590157809239","0.000043838372","4.0028609697146","0.19348109","1.284825","0.057766","1182.6678641338","53.20346","3.0026428099737","0.43376216","35.003141754605","620.36388386003","19.270168","64.5978","0.19375","5723.87","49.567","4.438","","0.86417299509048","0.038593","","","1.02","0.125314","10,11,37","HD 108236 e/TOI 1233.02","2019-08-26","2022-03-30","2024-07-03"
"260647166","1233.03","","1","5","5","1","4","4","4","5.1","74.2","4.89","34","4","5","CP","CP","8.6522","0.006","3","spoc-s01-s39-b0A-CP","SPOC","186.574063","-51.363052","-70.434","0.056","-49.865","0.043","2459310.632995","0.002245718","6.2036218855347","0.000019735595","3.0109800105516","0.3032236","0.596129","0.03615","548.90443993467","33.294434","2.0567480244962","0.8290422","162.16750942577","910.14525924034","18.416348","64.5978","0.19375","5723.87","49.567","4.438","","0.86417299509048","0.038593","","","1.02","0.125314","10,11,37","HD 108236 c / TOI 1233.03","2019-08-26","2022-03-30","2024-07-03"
"260647166","1233.04","","1","5","5","1","4","4","4","4","60.7","3.03","34","4","5","CP","CP","8.6522","0.006","4","spoc-s01-s39-b0A-CP","SPOC","186.574063","-51.363052","-70.434","0.056","-49.865","0.043","2458572.107559","0.0014581286","3.7958899708437","0.000021116364","2.4602856483226","0.5248255","0.344806","0.038622","317.52729283048","35.57154","1.5531349887819","1.950819","312.1807495498","1072.0653989398","10.611289","64.5978","0.19375","5723.87","49.567","4.438","","0.86417299509048","0.038593","","","1.02","0.125314","10,11,37","HD 108236 b / 1233.04","2019-08-26","2022-03-30","2022-12-14"
"103633434","1235.01","","1","4","4","1","4","4","4","7.2","77","4.68","5","6","10","CP","CP","9.91924","0.007","1","qlp-s74-ffi","SPOC","152.218255","69.27662","196.631","0.04","17.369","0.047","2460333.631473","0.0017491","3.4447015","0.0000071","1.912","0.479","0.86459","0.101353","796","93.3448","2.00495","0.12654","231.437","1086","24","39.6345","0.0478","3912","157","4.62642","0.0114063","0.63","0.02","","","0.611578","0.0202794","14,20,21,40,41,47,60,74","TOI-1235 b","2019-10-17","2024-04-01","2024-04-05"
"154716798","1239.01","","2","4","2","2","4","4","4","6.1","65.1","19.25","8","5","3","CP","CP","10.7192","0.006","1","spoc-s14-s60-b0A-CP","SPOC","158.011286","84.030377","-26.182","0.043","2.141","0.042","2459604.095801","0.0012757","12.639698180911","0.000015323858","3.3830701609386","0.086212866","3.580882","0.123812","3292.6812863759","114.02858","4.6025162442062","0.33088568","39.656397652974","640.02666011425","27.144175","126.903","0.4395","5217","128.364","4.59186","0.0842146","0.78942501544952","0.0435527","","","0.888","0.109824","14,20,26,40,47,53,59","TOI 1239 b (Giacalone+2021)","2019-10-17","2023-06-13","2023-06-16"
"230127302","1246.01","","1","4","2","1","4","4","4","2.9","39.3","17.74","10","16","6","CP","CP","11.1802","0.006","1","spoc-s14-s55-b0A-CP","SPOC","251.11587","70.429992","-48.024","0.047","81.928","0.051","2459733.643821","0.0043228","18.654882881017","0.00010550051","5.4431450991765","0.23184176","1.624874","0.161369","1495.4449472818","148.61504","4.3869877505738","0.5200952","27.832077008609","585.80915416446","23.855204","169.422","0.671","5141","122.049","4.49143","0.0842768","0.8761540055275","0.051","","","0.868","0.105417","14,15,16,17,19,20,21,22,23,24,25,26,40,41,47,49,50,51,52,53,54,55","TOI-1246 d","2019-10-17","2023-02-23","2023-02-25"
"230127302","1246.02","","1","4","2","1","4","4","4","5.5","48.9","10.83","10","16","6","CP","CP","11.1802","0.006","2","spoc-s14-s60-b0A-CP","SPOC","251.11587","70.429992","-48.024","0.047","81.928","0.051","2459737.587215","0.0020169","4.3074513248435","0.0000049797477","2.3379195754737","0.07733442","1.189361","0.032565","1094.8419495346","29.993288","3.2819879282482","0.2242451","196.47553578503","954.87576287857","35.282627","169.422","0.671","5141","122.049","4.49143","0.0842768","0.8761540055275","0.051","","","0.868","0.105417","14,15,16,17,19,20,21,22,23,24,25,26,40,41,47,49,50,51,52,53,54,55,56,57,58,59,60","TOI-1246 b; confirmed multi","2019-10-17","2023-06-13","2023-06-16"
"230127302","1246.03","","1","4","2","1","4","4","4","2.4","29.6","6.58","10","16","6","CP","CP","11.1802","0.006","3","spoc-s14-s60-b0A-CP","SPOC","251.11587","70.429992","-48.024","0.047","81.928","0.051","2459740.304262","0.0026101","5.9041278420492","0.000010616182","2.7678312759758","0.24960689","0.840606","0.033949","773.92664681174","31.268017","2.448945352867","0.93253917","129.04107812068","859.61056649846","23.98417","169.422","0.671","5141","122.049","4.49143","0.0842768","0.8761540055275","0.051","","","0.868","0.105417","14,15,16,17,19,20,21,22,23,24,25,26,40,41,47,49,50,51,52,53,54,55,56,57,58,59,60","TOI-1246 c","2019-11-15","2023-06-13","2023-06-16"
"230127302","1246.04","TIC 230127302.04","2","4","2","2","4","4","4","0.7","23.3","10.61","10","16","6","CP","CP","11.1802","0.006","4","spoc-s14-s60-b0A-CP","SPOC","251.11587","70.429992","-48.024","0.047","81.928","0.051","2458700.697302","0.0027322455","37.925198336538","0.00012524855","3.5345219475186","0.39733","1.489336","0.085594","1370.7888538577","78.83223","3.2416429594035","1.1774186","10.806834623881","462.42826963209","16.44205","169.422","0.671","5141","122.049","4.49143","0.0842768","0.8761540055275","0.051","","","0.868","0.105417","14,15,16,17,19,20,21,22,23,24,25,26,40,41,47,49,50,51,52,53,54,55,56,57,58,59,60","TOI-1246 e/.04","2020-07-16","2023-06-13","2023-06-16"
"237222864","1255.01","","1","5","5","1","4","4","4","4.9","69.5","7.86","1","27","6","CP","CP","9.1416","0.006","1","qlp-s74-ffi","SPOC/QLP","296.24462","74.062858","18.618","0.036","28.014","0.046","2460337.877095","0.0009593","10.2888871","0.0000102","1.425","0.345","0.938482","0.036616","864","33.7236","2.73221","0.174198","25.0029","622","44","65.9501","0.1013","5126","124.385","4.49772","0.0845762","0.87","0.05","","","0.86","0.104376","14,15,16,17,19,20,21,22,23,24,25,26,40,41,47,49,50,51,52,53,54,55,56,57,58,59,60,73,74","HIP 97166 b / TOI 1255 b","2019-10-17","2024-04-01","2024-04-05"
"288735205","1259.01","","3","5","5","3","4","4","4","116","315.5","105.95","7","1","2","CP","CP","11.1534","0.006","1","spoc-s14-s60-b0A-CP","SPOC","282.100166","79.256476","-5.658","0.04","100.203","0.047","2459764.874089","0.0000674","3.4779776284693","2.0129826e-7","2.5103488748964","0.0042163334","29.742106","0.038241","27021.693242358","35.22068","12.554192545009","0.8909824","153.13889711481","897.20384960051","902.9762","118.106","0.3735","4699","129.561","4.54638","0.0920064","0.76500099897385","0.0542789","","","0.751","0.0862556","14,17,18,19,20,21,24,25,26,40,41,47,48,50,51,52,53,54,55,58,59,60","TOI-1259 A b","2019-10-17","2023-06-13","2023-06-16"
"355867695","1260.01","","2","5","5","2","4","4","4","7.6","64.4","7.19","7","2","6","CP","CP","10.8116","0.006","1","spoc-s14-s50-b0A-PC","SPOC","157.144071","65.854199","-177.236","0.037","-81.772","0.044","2459634.760516","0.0039029","3.1274634458907","0.000007316175","1.9812694644394","0.19414476","1.446987","0.074488","1331.8369299824","68.603745","2.5802895659067","0.80342484","103.26759982068","813.03786165427","17.032537","73.5977","0.1604","4225","135.544","4.5756","0.1122","0.69343101978302","0.0690804","","","0.66","0.0825376","14,21,41,47,48","TOI-1260 b / TOI-1260.01","2019-10-17","2022-11-09","2022-12-14"
"355867695","1260.02","","2","5","5","2","4","4","4","4.2","53.7","8.13","7","2","6","CP","CP","10.8116","0.006","2","spoc-s14-s50-b0A-CP","SPOC","157.144071","65.854199","-177.236","0.037","-81.772","0.044","2458686.119718","0.0010350184","7.4931613332368","0.00001695653","1.933929506822","0.25977242","1.793648","0.101993","1650.6470496648","93.93474","2.7733673521853","1.4571416","32.210709795717","607.60287944519","15.933478","73.5977","0.1604","4225","135.544","4.5756","0.1122","0.69343101978302","0.0690804","","","0.66","0.0825376","14,21,41,47,48","TOI-1260 c / TOI 1260.02","2019-10-17","2022-11-09","2022-12-14"
"467179528","1266.01","","1","5","5","1","4","4","4","2.6","74.1","6.67","8","3","7","CP","CP","11.0402","0.007","1","spoc-s14-s50-b0A-CP","SPOC/QLP","197.996583","65.833697","-150.652","0.041","-25.368","0.039","2459649.751299","0.0011874","10.894842098174","0.000012215573","2.0719393955461","0.13021943","3.445492","0.090157","3168.385358398","83.03396","2.4691413989951","0.28267094","5.5137470930841","390.82421119873","37.82544","36.0118","0.0295","3618","157","4.79432","0.00537588","0.43566599488258","0.0129388","","","0.431082","0.0202618","14,15,21,22,41,48,49","TOI-1266 b / TOI 1266.01","2019-10-17","2022-11-09","2022-12-14"
"467179528","1266.02","","2","5","5","2","4","4","4","0.7","44.3","4.32","8","3","7","CP","CP","11.0402","0.007","2","spoc-s14-s50-b0A-CP","SPOC","197.996583","65.833697","-150.652","0.041","-25.368","0.039","2459630.046434","0.0024653","18.80161110998","0.00005320233","1.9093524102518","0.24637721","1.832953","0.121261","1686.7881033264","111.67929","1.9112282268809","0.31726363","2.6636756551691","325.82926214187","15.856179","36.0118","0.0295","3618","157","4.79432","0.00537588","0.43566599488258","0.0129388","","","0.431082","0.0202618","14,15,21,22,41,48,49","TOI-1266 c / TOI 1266.02","2019-11-15","2022-11-09","2022-12-14"
"142394656","1268.01","","3","5","5","3","4","4","4","43.2","202.9","64.06","10","21","7","CP","CP","10.1495","0.006","1","qlp-s75-ffi","SPOC/QLP","198.388583","62.30538","-66.989","0.077","-15.318","0.065","2460359.607231","0.0002798","8.157721","0.0000023","3.788","0.046","11.211455","0.069956","10273","64.4301","9.31888","0.554542","91.0972","860","238","109.557","0.5425","5091.2","83.2","4.47","0.08","0.9","0.05","","","0.87","0.105344","15,21,22,41,48,49,75","TOI-1268 b / TOI-1268.01","2019-10-17","2024-05-07","2024-06-01"
"163539739","1278.01","","4","5","5","4","4","4","4","14.1","151.8","56.78","3","1","2","CP","CP","11.7819","0.007","1","spoc-s14-s60-b0A-CP","SPOC","320.478444","35.648625","-89.556","0.035","-46.868","0.039","2459826.540249","0.0016755871","14.475106231092","0.000017885159","1.6182483885653","0.09846702","10.493789","0.486191","9618.5798533773","447.69815","8.6976172557008","9.471797","6.5402174502949","407.86627503242","23.134491","75.5759","0.15495","3841","157","4.69364","0.00934387","0.55035001039505","0.0160576","","","0.545569","0.0200982","15,55,56","TOI-1278 b","2019-10-17","2023-06-13","2023-06-16"
"365733349","1288.01","","4","5","5","4","4","4","4","25.4","134.5","21.88","10","31","18","CP","CP","9.93119","0.006","1","qlp-s78-ffi","SPOC","313.167029","65.608783","43.253","0.057","-68.614","0.056","2460445.649979","0.0006331","2.6998294","0.0000036","2.208","0.245","3.042148","0.041863","2798","38.5565","4.94551","0.261301","1198.41","1639","99","114.865","0.3215","6180","362.01","4.57956","0.106778","0.92","0.05","","","1.181","0.199742","15,16,17,18,24,56,57,58,76,77,78","TOI-1288 b","2019-10-17","2024-08-23","2024-08-31"
"219854185","1296.01","","3","5","5","3","4","4","4","59.1","54","317","11","12","4","CP","CP","10.8041","0.006","1","spoc-s14-s60-b0A-CP","QLP","256.770639","70.238481","-21.245","0.042","-6.793","0.046","2459766.962599","0.0002603","3.9443667612147","9.677898e-7","4.865214628506","0.016331166","7.334424","0.021966","6732.4884539784","20.23155","14.572719603015","0.7854702","1078.5986987614","1461.6208263632","339.06192","323.265","2.821","5494","125.8","3.93","0.08","1.7547500133514","0.0942867","","","0.963","0.124632","14,15,16,17,18,19,20,22,23,24,25,26,40,47,48,49,50,52,53,54,55,56,57,58,59,60","TOI-1296 b / TOI-1296.01","2019-10-17","2023-06-13","2023-06-16"
"237104103","1298.01","","3","5","5","3","4","4","4","26.5","84.7","69.72","7","12","4","CP","CP","10.9585","0.006","1","spoc-s14-s60-b0A-CP","QLP","241.322901","70.19004","-36.41","0.035","43.934","0.035","2459764.419877","0.0004049","4.5371361306126","0.0000017956002","4.0421550482811","0.028003458","4.569429","0.026092","4199.7558753803","24.031218","9.8153512781501","0.4877107","732.00770481632","1326.6264827406","169.72237","319.036","1.9895","5731","124.6","4.1","0.08","1.4866800308227","0.0724271","","","1.02","0.12403","14,15,16,17,18,19,20,21,22,23,24,25,26,40,41,47,48,49,50,51,52,53,54,55,56,57,59,60","TOI-1298 b (Moutou+2021)","2019-10-17","2023-06-13","2023-06-16"
"395171208","1333.01","","3","5","5","3","4","4","4","108.8","134.5","317","10","17","5","CP","CP","9.03527","0.006","1","qlp-s56-ffi","QLP","325.014536","48.406767","-9.81","0.05","-10.501","0.046","2459847.968306","0.0003886","4.7201912","0.0000023","4.416","0.093","7.309842","0.066395","6710","61.15","15.2105","0.652801","1112.85","1609","162","200.492","1.195","6696","240.6","4.08","0.09","1.8","0.08","","","1.42","0.261268","15,16,56","TOI 1333 b","2019-10-17","2022-12-05","2022-12-16"
"260128333","1338.01","","1","4","1","3","4","4","4","1.3","18.3","47.69","2","1","3","CP","CP","11.4881","0.006","1","spoc-s01-s39-b0A-CP","SPOC","92.133096","-59.540985","-12.258","0.037","34.405","0.041","2459238.21949","0.0051024016","95.174","","11.631686412245","0.4795903","2.826657","0.230598","2600.0616050433","212.36592","7.8498890796841","0.7399995","0.99383162175498","254.65250480189","11.846099","399.017","3.1375","5723.2","57","3.6","0.08","1.51811003685","0.0699799","-0.4","0.09","1.02","0.122643","4,5,6,7,8,9,10,11,12,27,28,29,30,31,32,34,35,36,37,38,39","period confirmed 95.2 days (Veselin B. Kostov et al 2020); TOI-1338 b; circumbinary planet","2019-10-29","2023-12-15","2024-08-13"
"269701147","1339.01","","1","5","5","1","4","4","4","10.7","127.1","10.38","8","34","6","CP","CP","8.2929","0.006","1","qlp-s82-ffi","SPOC/QLP","302.025625","66.850301","150.256","0.044","-63.909","0.047","2460544.702679","0.0005903","8.8803247","0.0000058","2.751","0.137","1.328668","0.013606","1223","12.5314","3.19902","0.162205","80.8708","835","84","53.6089","0.0732","5555.7","313.7","4.49","0.08","0.92","0.05","","","0.95","0.119246","15,16,17,18,19,21,22,24,25,41,48,49,51,52,55,56,59,60,73,75,76,77,78,79,82","HD 191939 b / TOI 1339.01","2019-10-30","2024-11-13","2024-12-13"
"269701147","1339.02","","1","5","5","1","4","4","4","2.4","63.4","7.1","8","34","6","CP","CP","8.2929","0.006","2","qlp-s60-ffi","SPOC","302.025625","66.850301","150.256","0.044","-63.909","0.047","2460555.189862","0.0015084","28.5804571","0.0000406","4.038","0.28","0.977603","0.024053","900","22.1538","2.55979","0.13622","12.8234","527","37","53.6089","0.0732","5555.7","313.7","4.49","0.08","0.92","0.05","","","0.95","0.119246","15,16,17,18,19,21,22,24,25,41,48,49,51,52,55,56,59,60,73,75,76,77,78,79,82","HD 191939 c / TOI 1339.02","2019-10-30","2024-11-13","2024-11-14"
"269701147","1339.03","","1","4","1","2","4","4","4","1.9","59.2","7.37","8","34","6","CP","CP","8.2929","0.006","3","qlp-s60-ffi","SPOC","302.025625","66.850301","150.256","0.044","-63.909","0.047","2460507.728313","0.0023609","38.3513495","0.0001014","5.317","1.191","0.926528","0.043604","853","40.1597","2.6167","0.153369","25.3934","625","38","53.6089","0.0732","5555.7","313.7","4.49","0.08","0.92","0.05","","","0.95","0.119246","15,16,17,18,19,21,22,24,25,41,48,49,51,52,55,56,59,60,73,75,76,77,78,79,82","HD 191939 d","2019-11-15","2024-11-13","2024-11-14"
"343019899","1386.01","","3","5","5","3","4","4","4","3.1","43","17.25","0","23","4","CP","CP","10.0618","0.006","1","qlp-s84-ffi","QLP","334.504103","54.319045","55.052","0.05","10.638","0.044","2460561.017924","0.0016808","25.8386422","0.0000577","5.209","0.392","1.962612","0.073079","1806","67.3058","4.31235","0.241657","32.9135","667","25","146.858","0.6835","5769","146.5","4.43","0.08","1.03","0.05","","","1.033","0.128555","16,17,56,57,76,77,83,84","TOI-1386 b","2019-10-30","2024-12-12","2024-12-13"
"364186197","1408.01","","3","5","5","3","4","4","4","42.1","172.7","49.55","18","19","2","CP","CP","8.82374","0.006","1","qlp-s79-ffi","SPOC/QLP","313.511047","72.580646","11.808","0.045","28.759","0.045","2460475.345922","0.0001903","4.424712","0.000001","1.215","0.178","2.64155","0.123057","2430","113.333","8.05593","0.649397","271.896","1131","126","139.484","0.4175","6594","709.2","4.23","0.16","1.49","0.11","","","1.375","0.406981","16,17,18,19,24,25,52,57,58,59,73,76,77,78,79","TOI-1408 b","2019-11-06","2024-08-23","2024-08-31"
"116483514","1411.01","","1","5","5","1","4","4","4","8.5","12.3","2.55","8","18","6","CP","CP","9.1043","0.006","1","qlp-s78-ffi","SPOC/QLP","232.946047","47.055551","154.795","0.037","-298.481","0.048","2460447.085367","0.0012317","1.4520486","0.0000022","1.339","0.314","0.426778","0.021581","393","19.8769","1.404","0.136111","266.85","1125","20","32.4778","0.0225","4184","124.368","4.57376","0.107379","0.69","0.06","","","0.65","0.0805444","16,23,24,50,51,77,78","TOI-1411 b / TOI-1411.01","2019-11-06","2024-08-15","2024-08-16"
"158025009","1416.01","","1","5","5","1","4","4","4","9.4","87","3.21","6","42","5","CP","CP","9.0739","0.006","1","qlp-s77-ffi","SPOC/QLP","216.923489","41.952986","-92.338","0.032","-101.247","0.037","2460423.263435","0.0023948","1.0697621","0.000002","1.356","0.421","0.408314","0.03312","376","30.5043","1.60037","0.129531","1061.92","1590","15","55.0135","0.07735","4946","128.622","4.53834","0.0914034","0.8","0.05","","","0.81","0.10277","16,23,50,77","TOI-1416 b; two stars in pixel causing apparent depth-aperture correlation","2019-11-06","2024-11-15","2024-12-13"
"164173105","1417.01","","3","5","5","3","4","4","5","315","532.2","317","3","13","7","CP","CP","8.51017","0.007","1","spoc-s14-s60-b0A-CP","SPOC","335.825303","35.03492","10.685","0.073","-18.496","0.068","2459827.0017","0.0003710292","3.0726433986671","0.000001102023","2.2602485036149","0.012122935","11.429227","0.187876","10471.494969709","173.02533","19.919775653358","0.90261143","2446.8848714157","1793.7963398264","60.761208","151.528","1.042","7164","169.486","4.25661","0.0837602","1.5583100318909","0.0589573","","","1.599","0.269045","16,56","transits consistent with planetary nature despite strong stellar variability","2019-11-06","2023-06-13","2023-06-16"
"333473672","1422.01","","1","5","5","1","4","4","4","4.3","51.8","14.19","0","20","8","CP","CP","10.1308","0.006","1","spoc-s14-s60-b0A-CP","SPOC","354.240829","39.639279","-67.547","0.041","-31.087","0.031","2459864.063759","0.0046431","13.001789009595","0.000044874934","4.4847321725969","0.22194713","1.45541","0.078094","1339.5837663658","71.92465","3.8480499900597","0.3972419","90.515093008188","786.68342528282","16.339954","155.141","0.66","5914","125.3","4.46","0.08","1.008260011673","0.0466332","","","1.076","0.141953","16,17,57","TOI-1422 b","2019-11-06","2023-06-13","2023-06-16"
"293954617","1430.01","","2","5","5","2","4","4","4","5.4","84.5","4.61","6","32","5","CP","CP","8.3879","0.006","1","qlp-s82-ffi","SPOC","300.615453","53.377442","164.816","0.05","145.473","0.047","2460549.311109","0.0009773","7.4341456","0.0000095","2.424","0.071","0.761368","0.019706","701","18.1495","1.97737","0.121581","48.0098","733","45","41.1706","0.0414","5064","119.118","4.57887","0.0847109","0.78","0.05","","","0.85","0.103082","14,15,16,41,54,55,56,75,76,81,82","HD 235088 b","2019-11-14","2024-11-13","2024-12-13"
"375506058","1431.01","","3","5","5","3","4","4","4","210.9","284.2","317","12","12","2","CP","CP","7.79824","0.006","1","qlp-s82-ffi","SPOC/QLP","316.203692","55.588022","11.737","0.078","23.869","0.064","2460554.58625","0.0000802","2.650232","3e-7","2.03","0.081","7.024588","0.091435","6449","84.2116","15.9327","0.523278","1454.53","1720","615","148.925","1.027","7400","189.5","4.11","0.08","1.94","0.06","","","1.758","0.29612","15,16,55,56,57,76,77,82","TOI-1431 b","2019-11-14","2024-11-05","2024-11-08"
"232982558","1439.01","","3","5","5","3","4","4","4","1.9","22.6","15.13","0","13","3","CP","CP","9.98671","0.006","1","spoc-s14-s60-b0A-PC","SPOC","241.763937","67.87764","-0.587","0.062","-20.618","0.079","2458703.476885","0.0022101374","27.643905948283","0.00008433336","5.553151940806","0.2784565","0.629437","0.025069","579.56509282339","23.088959","3.9949468036671","0.69874024","84.298628051321","772.81381355879","24.763065","230.306","2.3345","5873","123.835","4.043","0.0782199","1.6248099803925","0.0780528","","","1.063","0.135876","14,15,16,17,18,19,20,21,22,23,24,25,26,40,41,47,48,49,50,51,52,53,54,55,56,57,58,59,60","TOI-1439 b","2019-11-14","2024-09-17","2024-10-01"
"235683377","1442.01","","2","4","4","2","4","4","4","9.5","13","1.77","9","0","3","CP","CP","12.4934","0.007","1","spoc-s14-s55-b0A-CP","SPOC","287.292101","74.174276","82.064","0.065","462.813","0.066","2459768.708421","0.0007204","0.40906805810863","0.0000037168254","0.61657258963041","0.09830363","1.391969","0.067133","1281.2294664543","61.829594","1.1833778843828","0.2699512","207.02424361357","967.44225288854","30.293798","41.1659","0.06165","3328","157","4.91612","0.00465389","0.30879899859428","0.00922995","","","0.286682","0.0201815","14,15,16,17,18,19,20,21,22,23,24,25,26,40,41,47,48,49,50,51,52,53,54,55","TOI-1442 b","2019-11-14","2023-02-22","2023-02-25"
"237232044","1443.01","","2","4","2","2","4","4","4","1.1","33.8","5.19","0","15","5","CP","PC","9.9377","0.006","1","qlp-s80-ffi","SPOC","297.398678","76.139178","-88.066","0.047","21.781","0.056","2460482.338864","0.0019973","23.5406962","0.0000507","4.065","0.313","1.03846","0.037301","956","34.355","2.13419","0.134748","16.1306","558","32","85.8034","0.2054","5236","125.328","4.63898","0.0858843","0.75","0.04","","","0.89","0.112315","14,16,17,18,19,20,23,24,25,26,40,47,49,50,52,53,54,57,58,59,60,73,74,76,77,78,79,80","TOI-1443 b","2019-11-14","2024-08-29","2024-08-31"
"258514800","1444.01","","2","5","5","2","4","4","4","6.3","56.2","3.16","1","17","3","CP","CP","10.1522","0.006","1","spoc-s14-s55-b0A-CP","SPOC","305.474925","70.943705","46.402","0.035","-20.689","0.034","2458711.365492","0.0007339223","0.47028007491834","0.0000059178387","1.4108646700607","0.14614886","0.232581","0.015845","214.19224499523","14.593391","1.5890512643136","0.20889829","5028.5096460449","2147.7294458699","17.420979","125.463","0.336","5466","121.494","4.48625","0.0772158","0.92498999834061","0.0470452","","","0.956","0.11332","15,16,17,18,19,22,24,25,26,49,52,58,59","TOI-1444 b","2019-11-14","2023-02-23","2023-02-25"
"420112589","1452.01","","2","4","2","2","4","4","4","0.6","53.5","3.25","3","0","3","CP","CP","12.295","0.007","1","spoc-s14-s60-b0A-CP","SPOC","290.173974","73.195108","7.83","0.077","-73.913","0.086","2459731.359311","0.0034263","11.061993744592","0.000015271762","1.7587776713151","0.17191255","3.533427","0.167159","3249.1164333692","153.94768","1.6184943757719","0.22460696","2.0225025178351","304.15293895667","19.909908","30.5212","0.0391","3248","157","4.95407","0.00680159","0.27536401152611","0.00934128","","","0.24878","0.0207334","14,15,16,17,19,20,21,22,23,24,25,26,40,41,47,49,50,51,52,54,55,56,57,58,59,60","TOI-1452 b","2019-11-14","2023-06-13","2023-06-16"
"199376584","1456.01","","3","5","5","3","4","4","4","49.9","287.2","76.98","1","26","3","CP","CP","8.0417","0.006","1","qlp-s82-ffi","QLP","306.741134","33.744388","-36.869","0.042","-14.651","0.04","2460544.753267","0.0084534","18.712253","0.000315","6.475","0.418","6.606133","0.152411","6066","140.366","10.3984","0.477121","171.765","1008","204","80.6665","0.19125","6125","122.2","4.29","0.08","1.27","0.06","","","1.16","0.161728","14,15,41,55,75,81,82","HD 332231 b; possible TTVs","2019-11-21","2024-11-13","2024-12-13"
"188768068","1462.01","","2","5","5","2","4","4","4","8.6","17.9","2.21","0","19","2","CP","CP","5.8961","0.006","1","qlp-s74-ffi","SPOC","261.349585","52.790472","-91.047","0.055","-49.639","0.059","2460338.523071","0.0013773","2.1779407","0.000004","2.098","0.114","0.119438","0.00402","110","3.70298","1.28228","0.0665152","759.183","1462","33","27.0498","0.0215","5801.89","124.625","4.25132","0.0751595","1.26","0.06","","","1.04","0.131541","17,20,24,25,26,40,47,50,51,53,54,57,60,74","HD 158259 b","2019-12-05","2024-04-01","2024-04-02"
