This file was produced by the Exoplanet Follow-up Observing Program website (exofop.ipac.caltech.edu) on Thu Jan 09 13:58:15 2025
Filter Values: disposition contains CP

"TIC ID","TOI","CTOI","Master priority","SG1A priority","SG1B priority","SG2 priority","SG3 priority","SG4 priority","SG5 priority","ESM","TSM","Predicted Mass (M_Earth)","Time Series Observations","Spectroscopy Observations","Imaging Observations","TESS Disposition","TFOPWG Disposition","TESS mag","TESS mag error","Pipeline Signal ID","Source","Detection","RA (deg)","Dec (deg)","PM RA (mas/yr)","PM RA error","PM Dec (mas/yr)","PM Dec error","Transit Epoch (BJD)","Transit Epoch error","Period (days)","Period error","Duration (hours)","Duration error","Depth (mmag)","Depth (mmag) error","Depth (ppm)","Depth (ppm) error","Planet Radius (R_Earth)","Planet Radius error","Planet Insolation (Earth flux)","Planet Eq Temp (K)","Planet SNR","Stellar Distance (pc)","Stellar Distance error","Stellar Teff (K)","Stellar Teff error","Stellar log(g) (cm/s2)","Stellar log(g) error","Stellar Radius (R_Sun)","Stellar Radius error","Stellar Metallicity","Stellar Metallicity error","Stellar Mass (M_Sun)","Stellar Mass error","Sectors","Comments","Date TOI Alerted (by TESS Project)","Date TOI Updated (by TESS Project)","Date Modified (by ExoFOP-TESS)"
"44737596","552.01","","3","5","5","3","4","4","4","36.2","107.8","67.92","4","0","5","CP","CP","13.8231","0.007","1","spoc-s01-s36-b0A-PC","SPOC","60.949392","-25.408921","12.872","0.038","-1.753","0.048","2458413.060435","0.00035394172","2.7886540324275","0.0000031284835","1.8900186089522","0.051824372","28.981573","0.523575","26339.905795306","482.11438","9.66512601303","0.3510175","51.948766183885","684.72086006524","43.573982","194.964","1.118","3654","162","4.438","","0.58710598945618","0.0175241","","","0.577439","0.0203329","4,5,31","HATS-75 b","2019-05-17","2024-09-09","2024-09-10"
"170849515","555.01","","3","4","4","3","4","4","4","40.1","85.9","94.77","5","1","2","CP","CP","14.857","0.007","1","spoc-s01-s36-b0A-PC","SPOC","70.339767","-32.320417","-5.429","0.057","-38.609","0.09","2458438.147508","0.0005850338","1.9416365675131","0.0000032642804","1.9321358365264","0.08019122","36.372215","1.086852","32945.134784936","1000.52655","11.756904388558","0.5201643","127.67427353704","857.32521769367","29.584158","385.689","5.7415","3837","133","4.72608","0.400388","0.63366800546646","0.0202681","","","0.614735","0.0210845","5,31,32","HATS-76 b","2019-04-03","2024-09-09","2024-09-10"
"207110080","558.01","","3","5","5","3","4","4","4","19.4","68.8","120.33","6","1","5","CP","CP","10.9923","0.006","1","spoc-s01-s36-b0A-CPKP","QLP","42.291509","-58.024683","1.071","0.042","3.859","0.042","2459133.407241","0.0009731","14.57289854281","0.0008190047","2.5623497360378","0.09951017","4.858052","0.168123","4464.4359891124","154.8349","13.53006831287","0.6676787","248.85537392693","1012.9931426592","31.568552","402.63","3.8195","6025.8","107","4","0.07","1.7609499692917","0.0741809","-0.62","0.12","1.12","0.143013","2,3,29,30","TOI-558 b / TOI 558.01","2019-04-04","2024-09-06","2024-09-07"
"209459275","559.01","","3","5","5","3","4","4","4","47.3","165.1","101.3","8","12","3","CP","CP","10.5704","0.006","1","qlp-s31-tois","QLP","46.818616","-31.162995","-23.136","0.031","-69.698","0.04","2459166.185995","0.0003819","6.9839072","0.0000061","5.076","0.065","10.96685","0.000317","10050","0.292261","12.2398","0.562704","404.915","1249","170","233.266","1.5315","5972","124.7","4.31","0.08","1.21","0.06","","","1.1","0.146335","4,31","TOI-559 b","2019-04-04","2024-04-01","2024-04-01"
"101011575","560.01","","4","5","5","4","4","4","4","12.1","159.8","7.39","25","11","11","CP","CP","8.5925","0.006","1","qlp-s61-ffi","SPOC","129.688303","-13.256527","-63.858","0.051","38.374","0.041","2459982.845399","0.0009785","6.3980642","0.0000065","2.004","0.137","1.79947","0.057878","1656","53.3061","2.62025","0.21636","33.7178","671","33","31.5666","0.03205","4695","92","4.5","0.2","0.63","0.05","-0.21","0.06","0.75","0.0893632","8,34,61","HD 73583 b","2019-04-05","2023-03-10","2023-03-24"
"101011575","560.02","TIC 101011575.02","1","4","1","2","4","4","4","2.3","78.3","4.66","25","11","11","CP","CP","8.5925","0.006","2","qlp-s61-ffi","SPOC","129.688303","-13.256527","-63.858","0.051","38.374","0.041","2459987.337647","0.0014936","18.8792871","0.000059","3.262","0.262","1.302579","0.041311","1199","38.0485","1.99787","0.167093","10.5814","502","24","31.5666","0.03205","4695","92","4.5","0.2","0.63","0.05","-0.21","0.06","0.75","0.0893632","8,34,61","HD 73583 c","2021-07-19","2023-04-04","2023-04-07"
"377064495","561.01","","4","5","5","4","4","4","4","3.9","58.3","7.58","33","24","7","CP","CP","9.5273","0.006","1","qlp-s72-ffi","SPOC","148.185152","6.216103","-108.432","0.088","-61.511","0.094","2460273.231624","0.0024724","10.778833","0.0000289","3.416","0.347","1.227576","0.044597","1130","41.0743","2.6584","0.157545","65.3136","791","24","85.799","0.496","5391","185","4.52526","0.28868","0.84","0.05","","","0.95","0.117329","8,35,45,46,72","TOI-561 c / .01","2019-04-13","2024-01-03","2024-01-05"
"377064495","561.02","","4","5","5","4","4","4","4","8.7","12","2.83","33","24","7","CP","CP","9.5273","0.006","2","qlp-s72-ffi","SPOC","148.185152","6.216103","-108.432","0.088","-61.511","0.094","2460285.469459","0.0016031","0.4465713","6e-7","1.077","0.269","0.319253","0.022956","294","21.1432","1.48867","0.100506","4347.38","2262","21","85.799","0.496","5391","185","4.52526","0.28868","0.84","0.05","","","0.95","0.117329","8,35,45,46,72","TOI-561 b / .02","2019-04-13","2024-01-03","2024-01-05"
"377064495","561.03","","4","5","5","4","4","4","4","2","49.1","8.66","33","24","7","CP","CP","9.5273","0.006","3","spoc-s01-s72-b0A-CP","SPOC","148.185152","6.216103","-108.432","0.088","-61.511","0.094","2458521.899814","0.0177297","25.7122157303","0.0022761028","5.9710227857061","1.5182297","1.250896","0.136237","1151.4547380046","125.47072","2.8781392095319","1.1454114","2.8639178093515","331.78739841212","10.010626","85.799","0.496","5391","185","4.52526","0.28868","0.84057599306107","0.0452261","","","0.95","0.117329","8,35,45,46,72","two transits of TOI-561 d / TOI-561.03","2019-04-13","2024-05-01","2024-06-01"
"377064495","561.04","","2","4","2","5","4","5","5","","","10.3","33","24","7","CP","CP","9.5273","0.006","4","spoc-s01-s72-b0A-CP","SPOC","148.185152","6.216103","-108.432","0.088","-61.511","0.094","2458538.197642","0.013831133","","","6.6489215651662","0.739864","0.993499","0.089564","914.62817314177","82.487976","3.1858058400347","0.2666196","0.14238557832919","156.67014683497","12.304529","85.799","0.496","5391","185","4.52526","0.28868","0.84057599306107","0.0452261","","","0.95","0.117329","8,35,45,46,72","one transit of TOI-561 e at TBJD ~1538.19","2024-11-14","2024-11-14","2024-12-13"
"413248763","562.01","","1","5","5","4","4","1","4","7.5","26.6","2.16","9","10","9","CP","CP","8.74094","0.007","1","qlp-s62-ffi","SPOC","144.007464","-21.665063","138.694","0.1","-990.311","0.083","2460011.629018","0.0008558","3.9306027","0.000003","1.196","0.275","1.138448","0.059668","1048","54.9547","1.26995","0.0506095","16.4901","561","29","9.44181","0.00511","3505","90","4.90573","0.061793","0.36","0.01","","","0.34592","0.0201631","8,35,62","GJ 357 b","2019-04-13","2023-04-12","2023-04-25"
"1003831","564.01","","4","5","5","4","4","4","4","48.5","153.2","46.67","5","3","5","CP","CP","10.6701","0.006","1","spoc-s01-s65-b0A-CP","SPOC","130.295154","-16.036327","-2.508","0.05","-11.025","0.042","2458518.203428","0.0002489759","1.6511455803498","0.000002262905","0.9495247282139","0.028884921","3.485991","0.139817","3205.5671436617","128.76796","7.751406500248","0.44668624","1452.382889872","1574.4904491695","36.129078","199.581","1.2615","5752","189","4.47122","0.584777","1.1219600439072","0.0548141","","","0.977","0.122464","8,34,61","TOI-564 b / TOI-564.01","2019-04-05","2024-02-14","2024-02-17"
"123482865","569.01","","3","5","5","3","4","4","5","32.1","125.3","53.68","1","12","1","CP","CP","9.4727","0.006","1","qlp-s35-tois","SPOC","115.102779","-42.154663","6.317","0.053","-3.068","0.048","2459270.500253","0.0007099","6.5562078","0.0000147","2.314","0.169","3.229435","0.001086","2970","1.00054","8.40415","0.433515","99.2324","879","52","156.226","0.753","6845","203","4.36113","0.340345","1.47","0.07","","","1.04","0.135072","7,8,34,35","crowded field; confirmed BD","2019-04-05","2024-04-25","2024-04-26"
"408310006","576.01","","3","5","5","3","4","4","4","40.2","188.9","42.34","0","8","3","CP","CP","8.86849","0.006","1","qlp-s62-ffi","SPOC","144.875105","-20.982419","-55.082","0.072","10.927","0.069","2460010.494875","0.0004136","5.4435354","0.000003","3.5","0.198","3.500622","0.046618","3219","42.9356","7.30242","0.327956","402.866","1248","106","114.173","0.5885","6313","196","4.32632","0.289026","1.25","0.06","","","1.141","0.147016","8,35,62","WASP-166 b","2019-04-05","2023-04-12","2023-04-25"
"190496853","615.01","","3","5","5","3","4","4","4","94.7","155.2","317","8","10","3","CP","CP","10.3015","0.006","1","qlp-s62-ffi","QLP","133.408689","-40.543701","-17.354","0.05","25.519","0.053","2460010.013606","0.0004211","4.6616079","0.0000055","4.007","0.044","13.076869","0.150166","11972","138.298","19.1536","0.670447","1329.63","1682","191","360.408","3.951","7437","135.9","4.21","0.08","1.7","0.06","","","1.7","0.271171","8,9,35,62","TOI 615 b (Asaridi 2023 et al)","2019-04-13","2023-04-12","2023-04-25"
"296739893","620.01","","1","5","5","1","4","4","4","11.6","130.2","9.56","8","4","9","CP","CP","10.2139","0.007","1","spoc-s01-s65-b0A-CP","SPOC/QLP","142.173446","-12.167165","35.872","0.105","-389.854","0.082","2458518.004514","0.00045247097","5.098803777277","0.0000044434328","1.0252821663939","0.17485256","3.181327","0.144402","2925.8222433471","132.99059","3.0503380897218","0.78160477","19.827420984036","538.19084584146","32.28497","33.0231","0.05845","3633","70","4.80423","0.365746","0.54745298624039","0.0165014","","","0.542958","0.0204441","8,35,62","TOI-620 b","2019-04-13","2024-10-09","2024-10-26"
"83092282","622.01","","3","5","5","3","4","4","4","54.4","233.1","63.62","2","6","1","CP","CP","8.5615","0.006","1","spoc-s01-s65-b0A-CP","SPOC","125.305054","-46.484296","-4.633","0.052","-17.577","0.053","2460006.078147","0.0002526","6.4025294728926","0.0000014211869","3.9233956051866","0.020344432","4.149951","0.021843","3814.9508945259","20.11759","9.3002412573603","0.38569346","623.02768336946","1274.2263615864","199.4987","123.297","0.469","7056","206","4.33435","0.325246","1.4071999788284","0.0580025","","","1.42","0.235839","8,9,34,35,61,62","TOI-622 b","2019-04-10","2024-02-14","2024-02-17"
"399870368","624.01","","5","5","5","5","4","5","5","156.6","282.2","317","0","1","1","CP","CP","9.3371","0.01","1","qlp-s71-ffi","QLP","74.552333","9.997979","-2.657","0.096","-4.996","0.065","2459197.007544","0.0002534","2.7443216","0.0000017","3.42","0.044","10.989882","0.126148","10071","116.18","20.1852","0.687018","5405.6","2388","199","330.739","6.685","8730","152.7","4.19","0.07","1.97","0.07","","","2.19","0.314869","5,32,71","HAT-P-70 b","2019-04-23","2024-01-03","2024-01-05"
"379929661","625.01","","5","5","5","5","4","5","5","88.4","150.8","317","0","1","1","CP","CP","9.6129","0.006","1","qlp-s61-ffi","QLP","130.505638","3.710566","-2.856","0.074","0.984","0.051","2459979.75103","0.0007969","4.786958","0.0000056","4.936","0.075","9.147755","0.100218","8390","92.2995","18.0112","0.675597","2320.18","1933","96","341.263","5.0425","7668.6","138.4","4.13","0.08","1.91","0.07","0.176","0.02","1.796","0.293388","7,34,61","HAT-P-69 b","2019-04-23","2023-03-28","2023-03-31"
"65412605","626.01","","3","5","5","3","4","4","4","86.7","160.9","317","1","27","5","CP","CP","9.50712","0.006","1","qlp-s61-ffi","SPOC/QLP","108.123114","-24.95356","-2.276","0.06","0.338","0.075","2459980.873931","0.0003002","4.4010465","0.0000014","4.757","0.04","7.520825","0.0447","6903","41.169","19.7441","0.66082","3731.9","2177","261","437.215","8.357","8489","178.9","4.03","0.08","2.32","0.08","","","2.11","0.345411","7,33,34,61","KELT-25 b (Rodriguez Martinez et al; arxiv:1912.01017.pdf)","2019-04-23","2023-03-28","2023-03-31"
"293853437","629.01","","4","5","5","4","4","4","5","32.5","141.3","102.67","0","33","5","CP","CP","8.69437","0.006","1","qlp-s33-tois","QLP","95.827908","0.883347","6.476","0.105","-3.898","0.099","2459221.689296","0.000718","8.7179665","0.0000123","6.143","0.124","2.630666","0.000072","2420","0.0662036","12.3121","0.469985","2341.09","1937","42","333.379","8.0155","9165","230.7","4.05","0.07","2.38","0.09","","","2.321","0.329025","6,33","brown dwarf companion with a mass of roughly 55 Mjup","2019-04-23","2024-09-09","2024-10-01"
"147977348","640.01","","3","5","5","3","4","4","4","95.1","138.2","317","6","16","5","CP","CP","10.0367","0.006","1","qlp-s34-tois","QLP","99.734594","-36.64613","-3.872","0.04","4.927","0.045","2459250.338129","0.0002984","5.0037758","0.000003","3.439","0.182","8.053385","0.001485","7390","1.36807","19.7788","0.93671","1150.12","1622","210","341.997","2.8165","6442","136.5","3.91","0.09","2.09","0.09","","","1.3","0.209691","6,7,33,34","TOI-640 b","2019-05-06","2024-09-08","2024-10-01"
"22221375","652.01","","1","5","5","1","4","4","4","10.5","122.6","5.22","1","12","9","CP","CP","7.3635","0.006","1","qlp-s62-ffi","SPOC/QLP","149.123515","-24.099186","-177.111","0.095","46.867","0.085","2460013.591733","0.0012798","3.9846589","0.0000062","2.146","0.528","0.48326","0.02424","445","22.3254","2.12827","0.10949","647.901","1405","25","45.683","0.10505","5903","","4.44653","","1.03","0.04","0.0169231","0.016641","1.09","0.13291","9,35,62","HD 86226 c","2019-05-07","2023-04-12","2023-04-25"
"48103627","657.01","","5","5","5","5","4","5","5","27.2","79.4","113.28","0","0","1","CP","CP","12.4399","0.006","1","spoc-s01-s36-b0A-CPKP","SPOC/QLP","147.4067","-33.218503","-8.463","0.042","0.734","0.057","2459283.031579","0.001460856","4.5696698033487","0.0000059327713","3.9536170736647","0.07687171","10.75967","0.184047","9861.0793919641","169.49892","13.058292754462","0.6644163","616.12217995248","1270.6807784354","42.40866","562.256","9.6955","6122","188","4.283","","1.2830599546432","0.0608568","","","1.11","0.143814","9,35,36","HATS-19 b","2019-05-07","2024-09-09","2024-09-10"
"158588995","674.01","","3","5","5","3","4","4","4","51.4","240.1","24.23","7","1","9","CP","CP","11.8764","0.007","1","spoc-s01-s65-b0A-CP","SPOC/QLP","164.586559","-36.858109","-163.27","0.057","-3.766","0.068","2459301.778142","0.0003876","1.9771658419252","8.690407e-7","1.1104153448681","0.020793837","15.172616","0.146572","13877.305969833","134.98889","5.2706002713204","0.17071044","40.722768870116","644.28656367819","127.449066","46.0851","0.1156","3467","64","4.87946","0.378912","0.42194399237633","0.0125279","","","0.416017","0.0202508","9,10,36,63","TOI-674 b","2019-05-07","2024-02-14","2024-02-17"
"280206394","677.01","","3","5","5","3","4","4","4","63.3","250","112.5","9","3","3","CP","CP","9.271401","0.006","1","qlp-s63-ffi","SPOC/QLP","144.119359","-50.463093","-24.817","0.051","42.417","0.05","2460030.705344","0.0002656","11.2365977","0.0000052","2.292","0.071","10.269536","0.168996","9414","155.639","13.0203","0.601669","37.6345","690","198","141.812","0.6195","6446","198","4.37882","0.315236","1.29","0.06","","","1.18","0.165057","9,10,35,36,62,63","TOI-677 b / TOI-677.01","2019-05-06","2023-05-11","2023-06-16"
"429304876","682.01","","4","4","4","4","4","4","4","10.2","86","13.63","9","41","6","CP","CP","9.2231","0.006","1","qlp-s63-ffi","SPOC/QLP","167.88543","-22.07278","-91.427","0.055","-53.36","0.051","2460037.259934","0.0016046","6.8392388","0.0000127","4.176","0.77","1.317797","0.045834","1213","42.2136","3.74186","0.251835","234.46","1090","35","83.1548","0.30135","5085","76","3.92","0.12","1.08","0.07","0.27","0.1","0.85","0.100848","9,36,63","statistically validated by Giacalone et al 2020","2019-05-06","2023-05-10","2023-06-16"
"77156829","696.01","","1","4","4","1","4","4","4","8.3","25.3","0.88","45","2","3","CP","CP","10.4276","0.007","1","spoc-s01-s36-b0A-PC","SPOC","68.178987","-39.790874","239.41","0.041","-967.772","0.051","2458411.473627","0.00040476615","0.86024057895247","0.000010231897","0.51243446152304","0.1604382","0.781507","0.070337","719.53577078646","64.78025","0.97187948817576","0.56376266","112.39713908447","830.44058138009","13.214655","19.8782","0.0094","3450","111","4.89044","0.492117","0.33818998932838","0.0104196","","","0.320556","0.0204311","4,5,31,32","LHS 1678 b","2019-05-17","2024-09-09","2024-09-10"
"77156829","696.03","","1","5","5","1","4","4","4","1.3","15.2","0.56","45","2","3","CP","CP","10.4276","0.007","3","spoc-s01-s36-b0A-PC","SPOC","68.178987","-39.790874","239.41","0.041","-967.772","0.051","2458414.562933","0.0013630722","4.9652068552764","0.000018849563","0.93615235843292","0.77546746","0.687552","0.119726","633.05808491718","110.265656","0.85669246416633","2.6625428","10.855888198289","462.95213370933","9.041866","19.8782","0.0094","3450","111","4.89044","0.492117","0.33818998932838","0.0104196","","","0.320556","0.0204311","4,5,31,32","LHS 1678 d","2021-07-08","2024-09-09","2024-09-10"
"150428135","700.01","","2","5","5","2","4","4","4","1.6","80.7","7.23","16","3","3","CP","CP","10.9102","0.007","1","spoc-s01-s69-b0A-CP","SPOC","97.095717","-65.578615","-102.75","0.051","161.805","0.06","2459303.157062","0.001218","16.051105978455","0.000009000038","1.396822858368","0.054549325","3.010052","0.080722","2768.5212417896","74.3447","2.5869211660558","0.10166379","2.7275631386718","327.76566159889","39.344032","31.1265","0.0206","3482","","4.438","","0.41945698857307","0.0125728","","","0.413261","0.0203393","1,3,4,5,6,7,8,9,10,11,13,27,28,30,31,33,34,35,36,37,38,61,62,63,64,65,66,68,69","TOI-700 c / TOI-700.01","2019-04-30","2024-02-14","2024-02-17"
"150428135","700.02","","2","5","5","2","4","4","4","0.1","3.9","2.33","16","3","3","CP","CP","10.9102","0.007","2","spoc-s01-s69-b0A-CP","SPOC","97.095717","-65.578615","-102.75","0.051","161.805","0.06","2458330.486155","0.0040126494","37.423683827416","0.00014945505","3.3650101248839","0.33689576","0.801082","0.06126","737.55193871549","56.42106","1.3296571127861","0.121734485","0.88223858605574","247.18166976583","13.430718","31.1265","0.0206","3482","","4.438","","0.41945698857307","0.0125728","","","0.413261","0.0203393","1,3,4,5,6,7,8,9,10,11,13,27,28,30,31,33,34,35,36,37,38,61,62,63,64,65,66,68,69","TOI-700 d / TOI-700.02","2019-04-30","2024-02-14","2024-02-17"
"150428135","700.03","","2","5","5","2","4","4","4","0.5","6.3","0.85","16","3","3","CP","CP","10.9102","0.007","3","spoc-s01-s69-b0A-CP","SPOC","97.095717","-65.578615","-102.75","0.051","161.805","0.06","2458331.349645","0.0019034237","9.9772729631573","0.000023784049","2.2583630996384","0.40294933","0.499393","0.038273","459.85254790772","35.250004","0.96172882830263","0.39835432","5.1416079313861","384.05594200181","13.609558","31.1265","0.0206","3482","","4.438","","0.41945698857307","0.0125728","","","0.413261","0.0203393","1,3,4,5,6,7,8,9,10,11,13,27,28,30,31,33,34,35,36,37,38,61,62,63,64,65,66,68,69","TOI-700 b / TOI-700.03","2019-07-23","2024-02-14","2024-02-17"
"150428135","700.04","","2","5","5","2","4","4","4","0.1","4.5","0.81","16","3","3","CP","CP","10.9102","0.007","4","spoc-s01-s69-b0A-CP","SPOC","97.095717","-65.578615","-102.75","0.051","161.805","0.06","2458352.99952","0.005665797","27.809689757355","0.00015413604","2.9558823410895","0.68581676","0.441793","0.05765","406.82325165664","53.0958","0.94918578055327","0.31348795","1.3107501123849","272.8976057758","7.2197175","31.1265","0.0206","3482","","4.438","","0.41945698857307","0.0125728","","","0.413261","0.0203393","1,3,4,5,6,7,8,9,10,11,13,27,28,30,31,33,34,35,36,37,38,61,62,63,64,65,66,68,69","TOI-700 e / TOI-700.04","2021-11-19","2024-02-14","2024-02-17"
"260004324","704.01","TIC 260004324.01","1","5","5","1","4","4","4","2.2","8.3","1.43","6","2","3","CP","CP","10.1428","0.007","1","spoc-s01-s69-b0A-CP","SPOC/QLP","91.089986","-55.311538","681.726","0.05","342.132","0.059","2458327.416979","0.0005898629","3.8143008972951","0.0000047251133","1.3793952094512","0.21216735","0.497154","0.023883","457.79091521651","21.996891","1.1147162881172","0.59506947","26.371188305842","577.96584509365","25.53161","29.8424","0.0239","3625","69","4.7833","0.060185","0.50406801700592","0.0149315","","","0.502062","0.0202567","1,2,3,4,5,7,8,9,10,11,12,13,27,28,29,30,31,32,33,34,35,36,37,38,39,61,62,64,65,66,67,68,69","LHS 1815 b","2019-04-30","2024-09-19","2024-10-01"
"150151262","712.01","","1","5","5","1","4","4","4","3.1","51.4","5.7","18","3","3","CP","CP","9.9059","0.006","1","qlp-s67-ffi","SPOC","92.936106","-65.825839","-2.929","0.047","31.003","0.045","2460139.317299","0.0011927","9.531366","0.0000121","1.673","0.388","0.99499","0.049927","916","45.983","2.24794","0.243983","19.4095","584","27","58.6212","0.0796","4504","168","4.58833","0.2","0.72","0.08","","","0.71","0.0851576","3,4,5,6,7,9,10,11,13,27,29,30,31,32,33,34,36,37,39,61,62,63,64,65,66,67","TOI-712 b","2019-05-20","2023-10-16","2023-10-19"
"150151262","712.02","","1","4","1","2","4","4","4","0.5","32.8","6.62","18","3","3","CP","CP","9.9059","0.006","2","qlp-s67-ffi","SPOC","92.936106","-65.825839","-2.929","0.047","31.003","0.045","2460083.780694","0.0025975","51.6991421","0.0001292","4.371","0.822","1.454775","0.045005","1339","41.4499","2.45531","0.262497","2.70562","357","30","58.6212","0.0796","4504","168","4.58833","0.2","0.72","0.08","","","0.71","0.0851576","3,4,5,6,7,9,10,11,13,27,29,30,31,32,33,34,36,37,39,61,62,63,64,65,66,67","TOI-712 c","2019-05-24","2023-10-16","2023-10-19"
"150151262","712.04","","1","5","5","1","4","4","4","0.1","21.9","4.83","18","3","3","CP","CP","9.9059","0.006","4","qlp-s67-ffi","SPOC","92.936106","-65.825839","-2.929","0.047","31.003","0.045","2460082.804195","0.003952","84.83869","0.0003679","5.194","0.732","1.108016","0.052531","1020","48.3813","2.03857","0.226089","1.21501","292","19","58.6212","0.0796","4504","168","4.58833","0.2","0.72","0.08","","","0.71","0.0851576","3,4,5,6,7,9,10,11,13,27,29,30,31,32,33,34,36,37,39,61,62,63,64,65,66,67","TOI-712 d","2021-07-08","2023-10-16","2023-10-19"
"11561667","730.01","","3","5","5","3","4","4","4","34.6","77.6","125.99","3","0","2","CP","CP","14.9181","0.008","1","spoc-s01-s65-b0A-CP","SPOC","149.823667","-27.392817","-24.635","0.104","-8.286","0.098","2458543.868539","0.00074958324","3.0876297334421","0.0000040383993","2.2386246106264","0.115302674","44.787769","1.481479","40411.814245855","1363.5623","13.901129352616","0.60331833","95.85718118071","798.04230257153","29.327133","436.176","10.655","4105","171","4.438","","0.69385999441147","","","","0.64","","9,35,62","HATS-77 b","2019-06-06","2024-02-14","2024-02-17"
"34068865","731.01","","3","5","5","3","4","4","4","239.2","983.8","7.52","5","2","2","CP","CP","8.031941","0.007","1","qlp-s62-ffi","SPOC","146.121464","-45.779016","-462.549","0.056","-582.814","0.058","2460013.7131","0.0006209","0.3219233","4e-7","0.199","0.086","0.221513","2.093318","204","1926.16","2.66076","0.921089","469.443","1296","17","9.41263","0.002835","3518","84","4.82492","0.061282","0.46","0.01","","","0.454797","0.0202618","9,35,36,62","GJ 367 b","2019-06-06","2023-04-12","2023-04-25"
"36724087","732.01","","1","5","5","1","4","4","4","10.5","19.2","1.56","14","1","7","CP","CP","10.5848","0.007","1","spoc-s01-s36-b0A","SPOC","154.644903","-11.717801","-341.409","0.114","-247.87","0.105","2459988.468158","0.0010487546","0.76839038111076","0.000009604465","1.0241241543017","0.45347685","0.981942","0.100955","903.99332140946","92.97864","1.1406446955934","1.5143634","112.64090666011","830.89048174332","12.229575","21.9814","0.04025","3329","72","4.94957","0.423263","0.37413901090622","0.0111845","","","0.362023","0.0202675","9,35,62","LTT 3780 b / TOI-732.01","2019-06-06","2023-10-04","2023-10-05"
"36724087","732.02","","1","5","5","1","4","4","4","2.1","109","5.9","14","1","7","CP","CP","10.5848","0.007","2","spoc-s62-b0A","SPOC","154.644903","-11.717801","-341.409","0.114","-247.87","0.105","2459992.612785","0.0010680043","12.253430820242","0.0015667251","1.3699490378551","0.13741581","4.05697","0.356683","3729.6347090621","328.46353","2.2967943695148","0.39371803","2.8062633608138","330.10481269349","10.1567335","21.9814","0.04025","3329","72","4.94957","0.423263","0.37413901090622","0.0111845","","","0.362023","0.0202675","9,35,62","LTT 3780 c / TOI-732.02","2019-06-06","2023-10-02","2023-10-19"
"106402532","733.01","","1","5","5","1","4","4","4","4.4","59.6","4.44","2","2","5","CP","CP","8.8411","0.006","1","qlp-s63-ffi","SPOC","159.409318","-40.888259","27.543","0.04","19.347","0.042","2460030.757093","0.0026729","4.8847937","0.0000143","2.51","0.473","0.519106","0.032425","478","29.8637","1.94753","0.125355","223.094","1076","17","75.2092","0.176","5969","192","4.5172","0.279076","0.94","0.05","","","1.01","0.131692","9,36,63","TOI-733 b","2019-06-06","2023-05-05","2023-06-16"
"181804752","736.01","","2","4","4","5","4","3","2","8.3","253.1","9.22","58","3","8","CP","CP","13.5571","0.008","1","spoc-s01-s65-b0A-CP","SPOC","165.690484","-16.406444","-221.078","0.219","-58.999","0.138","2458546.508066","0.00066380855","4.9899175788749","0.0000055999312","1.3819653750545","0.09407357","20.751572","1.378163","18931.410581168","1268.5297","2.985843595244","1.2432178","2.2410792399625","312.0570888658","26.609259","26.4927","0.0639","2940","67","5.14315","0.410207","0.17143000662327","0.00518929","","","0.14169","0.0200509","9,36,63","LP 791-18 c / TOI 736.01","2019-06-06","2024-02-14","2024-02-17"
"181804752","736.02","","2","4","4","5","4","3","2","8.8","21","1.83","58","3","8","CP","CP","13.5571","0.008","2","spoc-s01-s65-b0A-CP","SPOC","165.690484","-16.406444","-221.078","0.219","-58.999","0.138","2458543.558006","0.00069767056","0.94799454357822","0.0000138934165","0.56466297813632","0.2614891","4.570272","0.615776","4200.5288900366","566.98956","1.1926392092996","0.47840133","20.519837882984","542.82923700204","10.809539","26.4927","0.0639","2940","67","5.14315","0.410207","0.17143000662327","0.00518929","","","0.14169","0.0200509","9,36,63","LP 791-18 b","2019-06-06","2024-01-17","2024-01-27"
"219189765","737.01","","3","5","5","3","4","4","4","51.8","103.9","98.54","3","0","6","CP","CP","14.7599","0.008","1","spoc-s01-s65-b0A-CP","SPOC","171.014792","-19.556959","-38.857","0.118","39.679","0.077","2458544.430655","0.0003372431","1.7318529396486","0.000001841744","1.6919638993423","0.05425991","40.212311","0.904414","36359.43017485","832.64935","12.029949282695","0.48911378","86.636546404149","778.11723070716","44.193367","299.389","7.0265","3394","102","4.9186","0.487781","0.61521899700165","0.020916","","","0.600332","0.021826","9,36,63","HATS-74 A b","2019-06-06","2024-02-12","2024-02-17"
"73228647","755.01","","2","5","5","2","4","4","4","5.6","56.8","5.26","1","3","5","CP","CP","9.4628","0.006","1","qlp-s64-ffi","SPOC","190.036564","-44.312078","-3.723","0.097","-13.684","0.123","2460066.437431","0.002085","2.5404679","0.0000081","2.154","0.326","0.621219","0.030886","572","28.4465","2.15331","0.134377","622.47","1391","16","106.307","0.7195","6003","192","4.47356","0.276774","0.99","0.05","","","1.03","0.135847","10,37,64","HD 110113 b","2019-06-11","2023-06-28","2023-08-10"
